review_title,cust_rating,cust_review_text,date_experience,comment_length,sentiment
"Ordered I.D,s 23rd Apr",1,order id rd apr last communication say finish would notify send delivery call today ask take long tell return never receive notification delivery print longer available cant order,2023-06-13T14:40:58.000Z,346,0.11666666666666668
NIKE customer service is a joke,1,nike customer service offer assistance tell wait refund stress clearly issue return tell senior team investigate contact never worst service ever receive wont offer assistancei return online order day ago use supply prepay label still refund every time chase nike regard tell need wait receive return package explain make return item track beyond drop tell senior team investigate contact never doit look like return package lose steal move drop nike receive nike supply prepay return label contract ship collectplus nike agree tell make claim collectplus collectplus tell need take nikewhen push online chat answer senior team also inform rule return label show package weight accept photo evidence ask wont refund supply label fault doesnt show weight dont understand weight label issue perhaps nike think try defraud send package back exactly receive ereceipt prove else possibly doso im catch loop pocket lot money nike wont refund get return package return package loststuck nike wont help collectplus refer back nike pursue credit card consumer watchdogterrible terrible service,2023-06-13T14:22:52.000Z,1924,-0.19722222222222222
Nice,4,order deliver correctly time,2023-06-13T10:11:51.000Z,49,0.0
I am old fashioned and instead of…,4,old fashion instead order online usually go nike store realistically invest time go let face way actually check see really need term size look feel past buy clothe sportswear online nike online almost every time reason like item either size color exactly picture work much better way worth time,2023-06-12T14:37:41.000Z,515,0.025000000000000005
Not what we ordered at all....,1,order husband nike design trainer describe instead red fluorescent orange support team deal week contact shock service describe,2023-06-12T09:52:29.000Z,269,-0.5
I sustained a bad fall from running in…,1,sustain bad fall run nike alpha fly road race shoe lace would stay tiedthe shoe cost less two month oldi receive terrible uncaring email nike claim advise would pay send back defective shoesthey want fix lace problem another person injure even say sorry injuredthis company less human purchase shoe twenty yearsi never buy another pair nike,2023-06-12T06:08:02.000Z,582,-0.21666666666666665
Great service every time,5,great service every time always inform delivery product update great quality product flawless order system service team always hand help consistent time never let year,2023-06-10T18:19:51.000Z,218,0.571111111111111
Nike only sent me one cap yet charged…,1,nike send one cap yet charge two contact ask cap say theyd get back never return cap refund wheres money,2023-06-09T15:54:33.000Z,236,-0.03125
I made an order in December and was…,1,make order december charge randomly charge day ago receive invoice via emaili contact nike give computerise response via live chat receive compensation still wait refund actually cheek try promote new range chati absolutely furious never use nike contact bank report block nikeedit th july still refund,2023-06-09T13:11:26.000Z,513,0.02878787878787879
Nike will repeatedly deny providing a refund,1,read rohaan aftabs review jun nike deny refund successfully return item experience return item utilise royal mail hr track label nike provide proof postage proof weight proof delivery utilise rmail track code nike firstly inform parcel return repeat call online chat request refund share proof ive tell empty box arrive warehouse tell info rohaan need contact rmail dispute complete paperwork rmail dispute take day know end result rohaans experience since return label provide nike need follow prefer courier case rmail nike end customer proof weight box time drop parcel rmail office repeatedly get tell nike drop empty box also complete online form bank try recover refund nike owe nike like talk hard cold wall start interaction go thank member ask refund end chat help customer actually need support first last order form nike order organisation,2023-06-08T16:45:08.000Z,1430,0.013888888888888892
Pretty Good In General,4,experience nike good order deliver correctly time particularly love custom air max air force one design purchase guess gripe price invariably find nike item cheaper reputable online store third party retailer need add cut price order make profit sell cheaper answer presumably nike make massive profit u ill continue search retailer purchase directly nike,2023-06-07T23:46:43.000Z,556,0.17222222222222222
THEY DENY REFUNDS WHEN YOU SUCCESSFULLY RETURN ITEMS,1,see people return problem share experience return part order late march item return however nike claim receive advise contact royal mail get refund message royal mail support twitter ask return state due length time thats pass since post would consider lose also say service use track return nike work royal mail refund however go back nike information shockingly tell nothing could do receive return essentially nike tell contact royal mail refund royal mail tell contact nike refund completely stick everything perfectly qr code scan local post office pack item securely keep drop proof send receipt safei open paypal case close nike favour luckily american express best customer support protection game close claim favour probably worst return experience ever year shop nike stay well away return purchase online also may add abysmal chat support shame clothe genuinely good lord stay away online return shameful large business whereas adidas hand ive never bad experience,2023-06-07T15:13:26.000Z,1615,-0.030272108843537402
Decent quality,4,decent quality delivery bite slow though,2023-06-07T14:17:12.000Z,43,-0.0666666666666667
Terrible Website,2,cant speak customer service website absolute mess buggy awkward convolute use presumably force use app get data,2023-06-06T18:38:27.000Z,189,-0.19166666666666665
Nike Wembley Outlet Store,1,nike wembley outlet store dumbest store experience ive ever hadi store june th pm right workstore almost empty want buy hoodie tell cant try fit room closedthey close minute store closedi need min try min payi hear sorry try middle store dont want try clothe middle store kind street bazaardo provide train staff like experience anyway brand london,2023-06-05T21:41:16.000Z,637,0.13174603174603175
Nike are crap,1,multi billion dollar company amateur big company like nike lose way crap customer service delivery system evri hermes make much money brainwash nike dont give customer,2023-06-05T20:07:33.000Z,285,-0.07902018229166667
Nike doesn't even deserve 1 star after…,1,nike doesnt even deserve star experience ive wait month order panda dunk come back stock order straight away estimate deliver evri day later didnt receive track link say theyd divert would deliver next work day day original delivery date get touch nike conclude lose post want refund could wait day investigate evri theyve plainly take someone evri obviously happen lot read review disappoint company big arent bother send ive order also couldnt send replacement theyre stock couldnt advise restock would miss drop website trust nike deliver order also send code compensate isnt even valid shoe order basically anything youd actually order nike order useless company,2023-06-05T16:55:52.000Z,1186,-0.08702380952380954
The website and app never work for me,1,website app never work use live another country shop nike account move nl login account nikenl never able purchase something website app break customer service help ridiculous webshop experience big company basic functionality,2023-06-05T12:22:20.000Z,362,-0.10587121212121212
Bought 2 pairs of Nike terra scape…,1,buy pair nike terra scape trainer shred foot piece take minute heel draw blood cover white trainer poorly make uncomfortable,2023-06-04T14:11:57.000Z,199,-0.34
Nike discriminate Europe…,1,nike discriminate europe market wait air jordan laney release tge year finally release sneaker werent available europe discrimination really shame nike discriminate market sneaker purchase stockx kick double price plus delivery cost additional custom cost unfair discriminate im think delete nike account move adidas brand even though dont like product least dont discriminate anyoneif id give score discrimination,2023-06-03T18:49:27.000Z,699,0.015909090909090918
DO NOT USE - Evri will steal your delivery and Nike won’t care !,1,shame cant buy anything direct huge company like nikei order pair trainer due delivery unbelievably use thieve unreliable evri deliver high value package unsurprisingly filthy thief evri steal parcel wont respond contact nike refuse refund anything despite good steal disgust service use,2023-06-03T14:08:41.000Z,438,-0.10187500000000001
In store order for delivery gone wrong. Pick up in store then made this experience worse and I'm still without my Metcons,1,order metcons store nike mt gravatt know would post address didnt size coloir advise shoe would arrive wednesday brisbane store call nike mt gravatt speak supratik friday afternoon week pay store happen one originally pay ourchased prior week know order let know receive chase happen call back apologise brisbane store accidentally send mt gravatt store instead home address give option refund ship could pick want use shoe opt pick store however arrive wromg colour order black white check order apologise request correct colour say brisbane store send incorrect colour didnt matter store fault waste time money drive km collect shoe werent still without shoe frustrate service provide basically happy customer previous online order nike login issue expect order disappoint,2023-06-03T06:03:54.000Z,1328,-0.1944444444444445
Amazing goods received perfect…,5,amaze good receive perfect condition love order never issue nike well chuff thankyou,2023-06-02T19:59:29.000Z,106,0.7000000000000001
I placed an order on 10th May,1,place order th may today th june order arrive yetthe order even ship yeti request cancel orderist day since request cancellation receive cancellation confirmation email yeti contact nike customer service many time useless kepp hang call try contact live chat issue end chat without helpplease stop shop company,2023-06-02T12:06:42.000Z,501,0.03409090909090909
Most HORRENDOUS customer service,1,horrendous customer service iv send poor quality product contact nike every day past two week iv request escalate complaint promise umpteen manager call back iv joy im leave pair trainer awful quality keep fob manger contact one ever refuse even provide procedure request information freedom information act fact keep end chat disgust service il never shop online nike clearly cause concern many negative review,2023-06-01T21:29:54.000Z,623,-0.2318181818181818
Great experience!,5,amaze company best game order get ship quickly receive expect delivery date definitely buy,2023-06-01T19:41:15.000Z,150,0.2555555555555556
NO BOXES ANYMORE? HUGELY DISAPPOINTING!,2,collector nike mostly trainer uk husband buy pair nike motive train shoe new model look fantastic online etc always great experience previously however arrive morning come box open expect see another real trainer box inside instead saw trainer internal box wouldnt mind much well collector probably would mind cost nike save pass u customer real purist trainer concern literally disgust cut product love package always keep good always put trainer back box end day look sneak mean nike must save load give box quickly go nike understand try save planet feel go bite far use excuse cut cost still charge customer already order another pair receive pair probably wouldnt order anything nike feel let,2023-06-01T01:20:02.000Z,1231,0.15966241360978203
I placed an order in their official…,1,place order official application charge order process next day send message stock refund day unprofessional hold money false advertise worst experience,2023-05-31T10:35:32.000Z,290,-0.46666666666666673
Great Company,5,firstly surprise bad review always great customer service staff always go way help send pair trainer back month old fabric tear refund full amount also trainer deliver fast fair pair great quality would give star customer service better company,2023-05-31T08:26:03.000Z,462,0.2625
Getting your account is a damn…,1,get account damn nightmare mean know send stupid code email every time go try go back site make start pathetic guy need get stuff straight right like unprofessional way disgust way people try get account people god there get simpler way use friendly disgust god,2023-05-31T04:06:05.000Z,488,-0.2751785714285714
Delivered on time,5,order pair air max wife ship quickly good condition wait custom pair make website,2023-05-30T04:21:32.000Z,142,0.5166666666666666
Nike website is rarely up to date with online inventory,2,nike website rarely date actual item available always allow place order day later email say order cancel prompt contact error course error order cancel customer rep inform item order low stock cant place new order allow place first place third time ive experience poor service nike sit million cant update inventory website cause thousand customer frustration believe order product fact sell email inform cancel order give zero insight waste time call customer service lead disappointment say cant order item either,2023-05-27T21:48:17.000Z,882,0.1451048951048951
If I can give 0 stars I would,1,give star would ive customer year order shoe say shipper lose laura give number call shipper say nike never send call back manager didnt even want speak tell laura dont issue refund need talk manager hang call issue refund tellin three time dont worst fkn company buy time ill never purchase nike zero customer courtesy didnt fkn care nobody care,2023-05-27T18:27:15.000Z,571,-0.5
Nike has gone downhill,1,nike go downhill worst customer service ever explain issue simply cut call happen three time row payment take order still ship even day notification cancellation refund absolutely appal unacceptable service shop nike,2023-05-27T00:01:42.000Z,365,-0.45
The first time I’ve used Nike and never…,1,first time ive use nike never customer service appal agent cannot book collection parcel lose ask help agent tell ive give information terminate chat poor dont want help read comment experience nike need look customer experience,2023-05-26T21:21:17.000Z,378,-0.22916666666666666
SHOCKING WEBSITE …,1,cant even order co website bad navigation almost impossible repeatedly put detail pay pair trainer sale keep redirect try pay error message come twice start order size stock,2023-05-26T09:54:59.000Z,294,-0.7666666666666666
My go to brand,5,go brand never problem order delivery leggingsshortsshirtshoodiessock super comfy buy cross body bag gift well receivedlove style selection really would like see different fresh colour womens trainer lovely men colour reflect womens size would great previously mention site comeback would awesome like tn colour flip womens im desperate pair lolthe react comfy original notice attention stitch trainer could use extra carebut overall im happy purchase yet another pair trainer way,2023-05-26T00:45:29.000Z,729,0.27321428571428574
The Quality Assurance team is sleeping,1,quality assurance team sleep buy pair nike court vision low next nature blackblack sol shoe cover white paint around even find poor stitch one shoe customer service offer coupon buy pair coupon tell buy new pair return old one buy new old faulty higher price get kid,2023-05-25T16:18:00.000Z,460,0.035858585858585854
Absolutely shocking service from Nike…,1,absolutely shock service nike wait delivery trainer short week still,2023-05-25T10:11:47.000Z,106,-1.0
Nike is what’s it’s feels like.,1,last order do single right return solve nightmare costumer service well felt fall sleep one time minute phone well itits mess,2023-05-24T23:37:52.000Z,257,-0.0011160714285714315
Disrespectful customer support,1,incredibly awful disrespectful customer support nothing say simply block email email decline huge disappointment brand,2023-05-24T18:44:55.000Z,193,-0.27
Nike customer service chat service is…,1,nike customer service chat service abysmal speak different agent bad communicate end chat ask anything else literally straight send message poor service bye nike,2023-05-24T13:46:37.000Z,267,-0.18
Terrible quality,1,buy pair air max online official nike website return quality absolutely shock like counterfeit leave star review picture official site reason didnt appear,2023-05-23T17:57:50.000Z,268,-0.5
“Running shoes?” More like walking…,1,run shoe like walk shoe bad quality run shoe cause tremendous pain discomfort overtime definitely would recommend buy disappoint worth spend money nike product,2023-05-23T15:12:42.000Z,230,-0.12777777777777774
Would never order online again rude…,1,would never order online rude customer service online chat terrible dont want answer question return nightmare especially u dont option print label avoid online,2023-05-23T14:46:20.000Z,206,-0.43333333333333335
Delivery issues and shocking customer service,1,ive actually never leave review felt like log somewhere truly terrible customer service didnt deliver order blame courier eventually admit lose order transit warehouse dispatch centre never actually dispatch first place apology customer service agent constant sense brush live chat agent actually cutoff chat try raise complaint poor service say would issue refund still hasnt arrive account really shock disappoint appal customer service would expect nike save hassle dont buy directly website,2023-05-23T13:53:08.000Z,802,-0.20757575757575758
Shoe did indeed fit up my assshole!,5,shoe indeed fit assshole come wall promote dildo would use,2023-05-23T13:18:01.000Z,122,0.4
Nike Stolen money,1,make order online didnt receive notify nike say need wait hour nike check go order day get email nike say nike cant replacement order process money refund write another email ask cant refund money dont get order moment still wait nike answer one week ago,2023-05-20T03:21:19.000Z,395,-0.2
Bizzare,1,bizzareit disgraceful disgust thatit disgraceful disgust nike suddenly doesnt know woman us man womens ambassador promote womens clothe go wake go break never buy,2023-05-18T09:52:23.000Z,239,-0.6666666666666666
Shocking customer care,1,place quite order every month rare occasion return never get refund nike get worst customer care entire world accountability whatsoever agent phone hang chat advisor always eager finish chat without resolve issue wait almost month refund return track clearly show item return proof postage provide one biggest trainer company world like nike shock customer care beyond mein end write email ceo reply either go exhaust option shock,2023-05-17T17:13:28.000Z,702,-0.35555555555555557
Never got my order,1,never get order return use worse delivery company uk dpd nike didnt care advisor say refund apology offer resending ask would like send another way basically couldnt give dam,2023-05-17T17:07:30.000Z,286,-0.4
10/10,5,poor experience miss item customer service team brilliant order come today miss piece due yesterday im super impress,2023-05-17T13:14:21.000Z,171,0.18690476190476188
I recently had the pleasure of ordering…,4,recently pleasure order nike shop must say ship speed exceed expectation moment complete purchase felt like race time seem like blink eye package arrive doorstep leave pleasantly surprise,2023-05-17T05:03:37.000Z,304,0.05
Order got automatically returned and now the item is out of stock,1,order romaleos get great deal theyre sale also get member discount able get price like didnt receive item say return order status havent get update anything dont know happen item stock back full price time far still havent get money back product information go,2023-05-17T01:17:21.000Z,470,0.2277777777777778
TERRIBLE SERVICE SO UPSET MY ORDER WAS…,1,terrible service upset order lose,2023-05-16T15:33:02.000Z,44,-1.0
The sales are always a joke,1,sale always joke advertise lot line shoe usually either end size scale style magically appear hour disappear customer service unable check store,2023-05-16T00:48:50.000Z,242,-0.1
Absolute disgrace of a company worst…,1,absolute disgrace company worst customer service ever tell go get call back within hour call hour say thingafter hour get call back manger blame colleague colleague blame manager never know level incompetence lifethis come lifelong customer unfortunately get business,2023-05-15T19:03:47.000Z,422,-0.20625
"My order is always ""on its way back to nike""",1,order pair shoe one month different time didnt receive delivery status keep say return sender without even attempt deliver item order track show delivery nike receive cant send item back wait work day refund item send via dpd nike tell dpd cant deliver item day send item back nike doesnt get steal damage refund nike tell place another order thing happen inconvenient keep wait refund reorder item resent im go order make difference nike sale nike member make difference level service receive system isnt work consumer inconvenianced pocket item choose courier service dpd let nike customer,2023-05-15T14:23:30.000Z,1085,-0.10793650793650793
Absolutely terrible customer service,1,absolutely terrible customer service lie ignore tell wrong say several different colleague wont buy,2023-05-15T11:39:22.000Z,167,-0.375
Paid for delivery and ‘sorry we missed you’ go collect it yourself nonsense,1,pay delivery use dpd track real time see go next street send message say sorry miss instruction go collect absolute garbage message dpd say recruit like youd want join couldnt make,2023-05-14T16:00:01.000Z,304,-0.019999999999999997
Nike suck they sell all the good shoe…,1,nike suck sell good shoe robot people really dont get thats shoe end resale expensive store location suck nike wait shoe min release end say u didnt get due robot really suck cuz people wait line,2023-05-13T16:50:40.000Z,315,0.2107142857142857
Crap company overselling items they…,1,trash company overselling item stock app rig draw b ever trash general release available direct snkrs app experience garbage buy another brand time nike learn stop screw custom,2023-05-13T09:54:20.000Z,285,0.1375
What a decline from a previously great…,1,decline previously great company never issue previously nike customer service product high standard never issue week contact three seperate time three different issue constant nike member promo code issue shoe come terrible quality issue wish could attach picture basic delivery issue meet offer full refund offer next order complain waste time three seperate occasion one week take business elsewhere give nike business,2023-05-13T09:22:55.000Z,662,0.011944444444444452
Perfect Customer Service from Bri,5,may th go nike outlet orlando premium outlet bri sale rep assist purchase look pair sneaker husband anniversary bri help process bri even help get nike app create account bri awesome shes true customer service rep represent need like thank bri help day regard carmen,2023-05-12T17:39:56.000Z,444,0.6875
The worst customer experience ever,1,worst experience nike spend much money company one time miss item use customer service worker ashley insult complain disgust behaviour seriously whats point customer service allow ask nothing take money dont want sort problem nike big company poor staff customer service wonder rich make physically sick,2023-05-12T16:30:09.000Z,477,-0.34140211640211643
Move like scammers,1,order hat air force deliver large box packet fill air hat inside contact since order arrive tell delay still warehouse week im tell would issue refund order arrive day hat contact courier despite provide track shoe whole reason contact hat arrive shady as customer service,2023-05-12T11:51:12.000Z,485,0.09404761904761905
Spend on nike ASAP.,5,love sportswear definitely favourite brand far fit perfectly sell sport equipment need good ive wear nike shoe since little kid still theyre good shoe,2023-05-12T06:03:41.000Z,241,0.41964285714285715
"Terrible Awful,Disappointing, Dreadful",1,company joketried order item lineused safari goodle edge clear cooky try appnothing work do online shop decade first time issuecalled customer service also use online chat bother unhelpfulwill use company againdisgraceful customer service,2023-05-11T13:08:46.000Z,373,0.25
Do not bother ordering online!,1,bother order online waste time effort staff anything help dont get start manager send damage jordan interest ive actually give wait call back order else tell tuesday problem take manager call hour well hour later still nothing tell false thing promise stuff cant actually give forget damage shoe simple term dont bother,2023-05-11T09:55:49.000Z,562,-0.09687500000000002
Abysmal,1,abysmal first last ever online order order two pair trainer one deliver shoebox arrive open track email state order complete waste nearly hour life live chat listen second pair finally arrive log account everything block trainer return tomorrow shop another brand never,2023-05-11T00:50:29.000Z,420,0.048295454545454544
How can a biological male without breasts…,1,biological male without breast advise biological woman sport bra suppose feel im feminist insult real woman family donate nike product goodwill way go nike slap real woman face,2023-05-10T21:03:51.000Z,279,0.13333333333333333
Purchaced a tech fleece from nike Nike and…,1,purchaced tech fleece nike order dark grey dark grey heather receive colour different call customer service nike person whose speak unable clarify colour supply basically tell light grey dark grey different grey include basic grey put filter basic grey please nike train customer service sale staff know sell within company dont find person whome speak get aggravate chop return pound worth product back store lack help information sale staff unprofessional indeed,2023-05-10T15:23:22.000Z,774,-0.019444444444444445
Ordered online thinking because I'm a…,1,order online think im member wouldnt trouble total rubbish pay order wait delivery track delivery saw go back nike email nothing say ive ask full refund let see long take think nike treat customer like shambolic service call customer service unless dont clue nothing rude unhelpful,2023-05-10T11:29:00.000Z,448,0.021354166666666664
Awfull,1,ive try cope nike almost yearmaybe moreim able obtain something general realease possible purchase line im try least draw rafflesand would knownow impossible enter draw nike get error message cc possible lve switch apple pay get error message aswellwhen get somebody helpdesk tell better internet computer well guess toonot helpingso guy dont even bother compete bot resellerspure dissappointment,2023-05-10T09:33:13.000Z,670,-0.05505952380952379
Terrible not professional web site,1,terrible professional web site look good work badly shame nike,2023-05-10T09:29:45.000Z,77,-0.26249999999999996
Don't buy online I bought goods online…,1,dont buy online buy good online purchase discount sign buy another item half price send sock tracksuit get stick wait two week cancel wait day total get refund nike expect buy online wait refund gift card would end spend another leave another refund voucher therefore sale item spend offer compensation use online new customer get sign ask use instore due fact trustworthy refusedi top voucher get discount offer could get tracksuit cheaper elsewhere minus extra voucher next online store something like happen lose send gift card compensate loss nike dont care customer care experience past stupid think improve,2023-05-09T15:13:54.000Z,1052,-0.1081002331002331
"Excellent service, gorgeous shoes",5,order late sunday may bank holiday weekend arrive tuesday th amaze service gorgeous shoe thank nike,2023-05-09T14:41:03.000Z,130,0.28125
They’re lucky I have given 1 star,1,theyre lucky give star order two tshirts app shirt style one one l online order send one doesnt fit back parcel arrive open one miss bag label large shirt contact nike online promise investigation week email contact eventually work investigation ongoing another week email contact go story say senior management look matter find shirt send sorry inconvenience totally wash hand use would need open inspect parcel front courier,2023-05-09T12:10:04.000Z,792,0.07476190476190477
I have been waiting for a refund from…,1,wait refund nike week online chat helpful ive e en call still havnt recieved drag process say g recieve work day still dont issue refund unacceptable,2023-05-09T03:36:52.000Z,280,-0.1
Shoes,4,buy shoe one size home saw bigger need glad problem solve fast thank u,2023-05-08T15:31:44.000Z,112,0.2708333333333333
The full black AF1 is not in stock some…,3,full black af stock time hope nike,2023-05-07T18:42:15.000Z,62,0.3215277777777778
Never had a worse return experience,1,never worse return experience never buy nikecom,2023-05-07T15:33:16.000Z,69,-0.4
No Money back UAE (online orders),1,order nike id run shoe ship uae really poor build quality normal nike honest normally big fan product however week ask collection refund online team zero update ive contact escalate three time still nothing adidas new balance far better customer service nike order g,2023-05-06T08:50:51.000Z,403,0.12305194805194805
"Missing order, terrible customer service,",1,order pair shoe daughter havent arrive month later use online chat none number work keep get tell look never order owe lot money get nowhere disgust huge company treat customer like,2023-05-05T22:30:28.000Z,351,-0.2
Shocking customer service from a GLOBAL company,1,communication response poor recent return fault claim initially please nike uk accept process fault claim nike trainer buy u provide return label return state would get inspect within business day trainer receive nike contact nike assist tell claim team claim take work day inspection take business day contact nike assist tell still management team contact nike assist tell take week process claim decide contact nike assist telephone previous comms chat tell provide bank statement proof purchase require send immediately phone tell send pdf also inform point fault claim accept today contact tell escalate senior member request gift card process within day ask speak senior manager tell possible operator put hold speak senior manager apparently gift card send within next hrsat point claim nike contact directly ask information provide update claim contact progress claim hadnt do would expect would still wait understand thing take time progress state take business day keep communicate different timescalesi surprise receive gift card poor communication customer service expect global company nike,2023-05-05T17:30:47.000Z,1999,-0.0036944444444444446
There is no below zero to give,1,zero give online site apparently bank card register selection country limit allow buy even delivery country within country worst experience online shop even error appear tell take longer expect thank nike expect brand like,2023-05-05T12:54:25.000Z,426,-0.11946428571428572
Ordered a pair of Custom Dunks in Jan,1,order pair custom dunk jan estimate delivery march order show prepare delivery month couldnt get hold customer support phone number say incorrect number dial chatbot unhelpful meanwhile money go ive get nothing company go shamble,2023-05-05T10:28:13.000Z,338,0.0
I got a pair of 270 for xmas ive had…,1,get pair xmas ive around month thay pop already dont recipt cause thay present niki wont replace unbelievable,2023-05-05T01:59:13.000Z,188,-0.125
I ordered pair of trainers Tuesday said…,5,order pair trainer tuesday say day arrive thursday dpd courier,2023-05-04T18:24:13.000Z,85,0.0
Cool as always,4,cool always,2023-05-03T19:11:49.000Z,18,0.3
Recently ordered some shoes for myself…,1,recently order shoe family try return didnt fit nike refuse refund seem sort issue return service parcel end get lose havent receive refund numerous attempt contact nike support refuse help offer refund terrible customer service wouldnt recommend still recieved refund product im large amount money would recommend,2023-05-03T17:29:36.000Z,497,-0.0902116402116402
hello....,1,hellomy name lincoln paxton talk shoe order size get size year old cant even fit size like hard get size shoe,2023-05-03T10:48:14.000Z,193,0.06944444444444443
The best customer service ever,5,best customer service company size extra impress responsive also take product back question ask even smallest problem,2023-05-03T10:26:55.000Z,199,0.5
Poor,2,order take age come poor customer service would even offer compensation etc,2023-05-02T19:32:17.000Z,95,-0.4
Brought these trainers for kilt walk…,5,bring trainer kilt walk glasgow amaze trainer blister etc comfortable would definitely recommend nikezoom superrep next nature trainer blackwhite,2023-05-02T11:26:02.000Z,181,0.28
I would give a minus score if I can,1,would give minus score hand worst experience ive ever experience brand life online store say return store drop postnl store wont accept return none postnl point exist anymore one chat service could get hold base usa cant help phone operator offer create return label solution price brand stature expect better,2023-05-01T15:35:41.000Z,510,0.008888888888888901
Ordered shoes and paid for the fastest…,1,order shoe pay fastest ship cost almost shoe suppose today havent ship yet option get stuff fast dont come yall false advertise im finna start get shoe somewhere else yall ridiculous,2023-05-01T14:47:26.000Z,288,-0.1777777777777778
Very happy son,5,happy son great experience grey air force shoe want come quickly dont know review low,2023-04-30T15:37:32.000Z,130,0.4166666666666667
Went to the Nike Store Kingston…,1,go nike store kingston uponthames amthursday th aprila shambolic experience customer service assistant linda useless want purchase gift card take long nail false least two inch long surely thats health safety colleague help excruciate watch try snd tap number nail finally give guy card wallet ask come something present wise reply look draw find miniature nike box put receipt red till roll come end ask give feedback service skill dreadfuli ask could use card purchase online reply nothen ask get colleague say yes bad throughout new store would go get present otherwise avoid cost,2023-04-29T18:17:18.000Z,921,-0.07133116883116884
They Deserve 5 Star and more they the…,5,deserve star best brand globe good come specify time perfect fit never sleep nike,2023-04-29T16:35:58.000Z,143,0.725
I would give no stars if there was an…,1,would give star option first qr code doesnt work return faulty good iv ask post return label door say take upto day return label ever come get back contact say dont post label lie finally manage get item send back week later still refund contact try say havent receive item send proof postage still refund,2023-04-29T10:59:04.000Z,550,0.05
GREAT PRODUCT...,3,great product,2023-04-29T06:48:21.000Z,16,0.8
Very bad customer service and problem…,1,bad customer service problem deliver order dont recommend order online product store,2023-04-28T15:58:37.000Z,130,-0.9099999999999998
Nike is not for women,1,nike mock female xxmales xyin fail attempt inclusive nike exclude much larger purchase segment,2023-04-28T15:18:24.000Z,128,-0.25
Shockingly poor customer service,1,customer service nike shockingly poor order nothing stress start finish use chat function help service agent cut try call service agent obstructive ask make complaint apparently accord customer service agent speak nike complaint policy would suggest order nike anything go wrong system complain rectify joke another service agent put phone nike dont care customer clearly dont expectation service agent wont buy,2023-04-27T15:26:02.000Z,696,-0.24583333333333332
Never had a problem ordering from the…,5,never problem order nike website far take time certain item nike go sportswear brand,2023-04-27T09:34:24.000Z,132,0.15714285714285714
good products as always,5,good product always,2023-04-27T09:30:29.000Z,23,0.7
Lame service,1,lame service forget add item sale cart wouldnt manually give discount im return buy f u,2023-04-27T06:09:46.000Z,153,-0.9765625
Be careful,1,careful return longer free charge portugal since nike break contract ctt portugal,2023-04-26T14:51:00.000Z,112,0.15000000000000002
Poor Cs | NIKE DE | Just blocked my account,1,complain poor service issue deliver order describe result account block hope least money product refund way im currently ukraine situation describe relate nike germany,2023-04-26T12:57:27.000Z,295,-0.2
Why Oh Why do I bother entering…,1,oh bother enter raffle let multiple bot always seem get trainer desire thank end clothe along nike snkrs sn footpatrol need must go onvery annoy,2023-04-26T12:22:22.000Z,240,-0.23888888888888887
The Worst company ever,1,good reason behind low rate irresponsible company ever see life worst experience company order pair shoe every single time several day cancel order sell proper apology thing refund several day go purchase company go adidas puma,2023-04-25T23:44:31.000Z,419,-0.027142857142857146
happy with trainers delivery was…,3,happy trainer delivery rubbish though,2023-04-25T22:06:38.000Z,47,0.8
SCAM,1,first didnt deliver order promise resend fail send half place new order promise apply discount deceive cancel order ive spend lot time effort end leave nothing money order still hasnt refund original order number c still havent receive refund order second one cupdate may th contact customer support clarify would receive refund reply refund system show order deliver successfully end chat fortunately previous chat log lawsuit total cost order euro nike scammed twice,2023-04-25T20:52:42.000Z,842,0.07523310023310024
Invincible run 2,1,invincible run verry dissapointed overall quality,2023-04-25T10:50:31.000Z,59,0.0
Love my new shoes my kids and I all own…,4,love new shoe kid many pair wanna thank design help workout better move better shoe design,2023-04-25T10:45:26.000Z,153,0.45606060606060606
Inefficient delivery service,1,buy sneaker nike constantly sell rd time get already sell order never arrive house company contract deliver paack product say make two delivery attempt lie home day timeswhen receive email inform second delivery attempt make one home product go send back nike immediately call nike support portuguese service number english could resolve subject addition tell could resolve matter two time call operator able provide telephone contact ship company could find itnikes solution refund money tell didnt want money product gift difficult buy answer always product stock could refund mea company size pay attention company work already buy several product everything always go well never paack company contact anywhere,2023-04-24T16:58:25.000Z,1294,-0.08888888888888889
I will never buy a Nike product again…,5,never buy nike product bad market,2023-04-23T10:29:52.000Z,66,-0.6999999999999998
Customer service is terrible,1,customer service terrible try multiple occasion reach contact form site email direct reply acknowledgementfaulty product way get advice support,2023-04-23T08:29:14.000Z,236,-0.3
Best place to buy Nikes that are not…,5,best place buy nike available locally,2023-04-22T04:31:34.000Z,54,0.26666666666666666
Don’t buy Nike vapor max they are for…,1,dont buy nike vapor max look nike wont warranty anything wrong show pop bottom wont warrantied dont care customer also post google aswell,2023-04-22T04:21:53.000Z,262,-0.25
They can’t even honour their 25%…,1,cant even honour discount two pair trainer nike member access try multiple trainer member access keep get error code give end il buy trainer elsewhere dont time mess poor website dont even work properly,2023-04-21T21:50:05.000Z,330,-0.14375
You guys are too strict order a pair of…,1,guy strict order pair nike online get use product report ask refund gues stupid as company didnt give f say refund customer bullst blabla correspond,2023-04-21T11:53:57.000Z,240,-0.7999999999999999
I have purchased few pairs of shoes for…,1,purchase pair shoe eid gift th april buy say receive th st eid day today still havent receive delivery yet order number ci contact customer service say happen use cheapest delivery service evri,2023-04-21T11:07:30.000Z,321,-0.1
