review_title,cust_name,cust_location,cust_reviews,cust_rating,cust_review_text,seller_response,date_experience
Great customer service,Joseph Coccaro Coccaro,US,1,5,"Great customer service. This company quickly responds to inquiries -- even on weekends -- and fulfills orders instantly. Of course, the value of their products speaks for themselves. Tract optics are much less pricey than elite brands of similar or lesser quality. I own a pair of Tract binos and a spotting scope. I use both for field surveying and birding.",False,"January 05, 2025"
Best customer service PERIOD,James Kostich,US,1,5,"I’ve been doing so much research on optics the last several months on optics for my new hunting rig and my AR. I’ve had several high end optics over the years and have looked through just about every scope on the market because I work at an outdoor range. This includes hensoldt, Zeiss, Swarovski, Tangent Theta, Nightforce, Vortex Razors, March etc. I’ve yet to look through this optic, but after talking to John on 2 occasions and watching Ron Spomers review. I truly believe I made a great choice. Japanese manufacturing and Schott glass at this price point is unbelievable. Plus being a veteran I qualify for their discount. I will add to my review once I have the optics in hand, but I’d be willing to bet my eyes at 40 years old wouldn’t be able to tell the difference between these optics and some that cost a lot more. I can’t wait.","James - Thank you for the initial review and your willingness to let others know about our company and products. Your insight regarding the other high performance optics on the market goes a long way in helping other make the right choice. We look forward to hearing back from you!  Take care, jon","January 04, 2025"
Great products and greater people!,Harun Pekdemir,CA,2,5,"My Toric UHD 4.5-30x56 is a great scope. I recently was in the market for a LPVO. I compared many brands online. Based on my experience with Tract, I’ve decided to go with Toric 30mm LPVO. Jon was prompt to answer my questions online and I just placed my order. Looking forward to have my newest Toric in my hands!","Harun - Thank you for the continued support and appreciate your willingness to let others know about the performance level of our TORIC scopes. Look forward to hearing back on your new LPVO. Take care, jon","January 02, 2025"
Great transaction.,Duane Payne,US,2,5,My experience with Tract Scopes was great. The rep was very helpful with my purchase. I am using one of their scopes in 22BR right now and really like it. I ordered another scope for a new gun I am building.,"Duane - Glad we could be of help and appreciate you taking the time to let others know about your overall TRACT experience. Truly appreciate the ongoing support, jon","January 03, 2025"
Product is as advertised,Glen Wiesmueller,US,4,5,Product is as advertised. Clear glass. Color of metal not just blued or matted. Easy turn power ring. Product sales is always nice. Packaging protects products.BDC crosshairs are simple to get on target without the clutter of milldot for the hunting ranges I hunt.The two rifles are .338/06 AI.280 AI,"Glen - Thank you for the ongoing support and your willingness to let others know about the performance level of our rifle scopes. Your insight goes a long way in helping others learn about our company and products. Thanks again, jon","December 29, 2024"
Repeat customer,Mike M,US,1,5,"I have purchased several of your MRAD FFP scopes because of the clear optics, ergonomic locking turret design and excellent reticle.Really great scopes at a great price. What more can you ask?","Mike - Thank you for the continued support and we appreciate you taking the time to let others know about the optical and mechanical performance of our scopes. Thanks again, jon","December 08, 2024"
Where is the Fire 3x9x40 T-Plex made,GEORGE SWITZER,US,1,2,I ordered a Fire 3x9x40 T-Plex.  I searched your entire web site looking for info on where the scope is made and where was the glass made.  No where on your site could I find this info nor could I find doing Google searches. What goes?George L. Switzer,"George- Happy to help. The 22 FIRE line of scopes are produced in the Philippines by one of the leading optical manufacturers in the rifle scope industry. You can always live chat with us at www.tractoptics.com, call us at 631-662-7354 or email us at support@tractoptics.com if you have any other questions. Take care, jon","January 04, 2025"
Great company to work with,Philip  Annas,US,1,5,Great company to work with. I had a MDT scope ring to break and they are sending a new set on Monday and sent me a return label for the defective rings. Thank you for the excellent customer service!,"Philip - Glad we could help you get the replacement rings and appreciate the customer service shoutout. Take care, jon","December 28, 2024"
Superior Product/Unmatched Customer Service,Chuck Tarinelli,US,1,5,"After LOTS of research on binoculars, I decided to try Tract. I hadn't heard of Track beforehand, but their direct business model was appealing and their products got lots of positive reviews. I have had several pairs of binoculars from other well-known companies, but never anything like the 10x42 Track Toric - these are great! I compared them to my friend's Zeiss binos, which cost almost twice as much, and the Tract matched them in every way - clarity, sharpness, color, contrast, brightness, etc. But as good as their product is, that's just the start: Tract's customer service is simply unmatched - it's the best! I have emailed them several times with questions and received responses within a couple of hours, and from one of the founders, Jon Allen or Jon LaCorte, no less. What more can one expect?! A superior product and outstanding customer service - Tract checks all the boxes and more!","Chuck - Thank you for taking the time to let others know about the performance level of the TORIC 10x42 Binoculars and you're insight regarding other top brands. We appreciate the customer service shoutout and look forward to serving you for many years to come, jon","December 02, 2024"
Fast delivery,Jamison Shaw,US,2,5,"Fast delivery, beautiful packaging, the best spotting scope I ever used! Will be getting a rifle scope soon! Fantastic company!!!","Jamison - Thank you for taking the time to let others know about your overall experience with our company and products. We look forward to serving you for many years to come, jon","December 02, 2024"
During the Canada Post strike,Rainer Nowak,CA,1,5,"During the Canada Post strike, the owner of tract contacted me on his personal  cell phone and apologized to me that he would have to upgrade my shipping to ups free of charge so that I could receive my scopes in a reasonable time frame.Above and beyond service of an awesome product. I own 3 toric elr scopes now. And I won't go back to any of the other big players on future rifle builds.","Rainer - Glad we could be of help during strike and we appreciate you taking the time to let others know about the level of service we at TRACT strive to deliver. Thank you for the ongoing support, jon","November 28, 2024"
Great customer service,Gordon Nelson,US,3,5,Return a scope the had was in my work  shop and a fire happened was spray with fire retardant. Made a mess of the optics. Got a call from Tract Optics with the news the scope wasn’t repairable.  They offered me a store credit. That was not expected.  Now that customer service.,"Gordon - Glad we could be of help after the devastation of a fire. Your ongoing support of our company means a lot and we're happy to support you any way we can. Take care, jon","December 27, 2024"
Great customer service,Michael Cronrath,US,1,5,"Tract was super easy to work with for a veterans discount, and by all early indications, the product is awesome.","Michael - Thank you for the website feedback and glad we could provide you a small token of our appreciation for your service. We look forward to serving you for many years to come, jon","December 10, 2024"
Tract is great to deal with,Gary Wauson,US,4,5,Tract is great to deal with.  Excellent customer service and support.,"Gary - Thank you for the continued support and appreciate the customer service shoutout. Take care, jon","January 03, 2025"
Love the scope,Mike Rhodes,US,1,5,"Love the scope. Actually had a chance to get into the woods do a little hunting. Scope was great to look through. My youngest son , was checking it out at the cabin and said, dang dad ..that's a clear scope.. he was as impressed as I am.","Mike - Thank you for the feedback on the scope! Your insight goes a long way in helping others. Take care, jon","December 09, 2024"
Excellent Customer Service.,Riley Reimer,US,1,5,Jon responded to my messages via email within minutes. Very few other company that I have corresponded with have been so prompt or helpful.,"Riley - Glad we could be of help and look forward to serving you for many years to come, jon","December 24, 2024"
I am a shooter of distance i had mostly…,Steven Contorno,US,1,5,"I am a shooter of distance i had mostly used NightForce and Schmidt & Bender. I was searching optics for my next weapon in 6.5 creedmoor, i came across a new optic for me by the name of Tract. I’ve never heard of the company with the circles i run in so i did some research and decided to give them an opportunity to win my business, worst case I would not like it and send it back. To say i was surprised would be a understatement. I would rank the clarity at low and max power with any other optic out there as well as the knock factor it maintains a zero after being purposely abused.I was so taken by the rifle optic I ordered a new spotting scope also. I have not needed any support so far but reading reviews where people needed help it sounds like that is 1st class as well.","Steven - Thank you for taking the time to let others know about the performance of our TORIC Scopes. Your insight goes a long way in helping others make the right choice in long range optics. We look forward to serving you for many years to come!  Thanks again, jon","November 30, 2024"
Excellent products and customer service,Sean Fleming,US,2,5,Ordered online and didn’t pay attention to the reticle. I noticed another reticle that I liked better after the order was placed. Called and talked to Jon and he made the change with no issues.Glass quality on my other 2 Tracts is excellent and I expect this one to be excellent as well.,"Sean - Glad we could be of help getting you the correct scope and truly appreciate your ongoing support. Take care, jon","December 17, 2024"
Quality you can count on,Brent Gamblin,US,3,5,"I have a number of Tract products and all of them perform without flaw.  The customer service with Jon and Jon is top notch and the personalization is something no other company offers that I’m aware of.  My son turned me on to this company and I have never looked back, excellent service excellent quality.","Brent - First and foremost, thank you for the continued support and we truly appreciate your willingness to let others know about our company and products. Thanks again, jon","December 19, 2024"
Shipping needs improvement,Pelon,US,1,2,"Hi.. the only set back on the purchased is the delivery time frame.. 2 and half weeks to delivery here in the U.S.. its unbelievable.. i have bought things internationally and have arrive within a week.. i would have understand if the shipping was paid by the company, but i was charge for it.. and for my product to not have arrive as we speak really bothers me.. i wrote this review and i still havent receive my product..",False,"December 21, 2024"
Great products that deliver results…,Liisa A K Detweiler,US,3,5,Great products that deliver results across the board. Highly recommend the products and Springtime's customer service.,False,"December 25, 2024"
Did not receive any notification about…,N.E.—TX,US,3,3,"Did not receive any notification about my order and/or tracking until I call a week later to find out where it was.  I was told that it was never processed -- lucky me!  If this happens again, I will be looking elsewhere to purchase my supplements!",False,"December 15, 2024"
I have used the company for years,lori martin,US,1,5,"I have used the company for years, and have always had excellent service.",False,"October 18, 2024"
Highly recommend,Martha,US,3,5,I have always had an excellent experience with Springtime.  They have stellar customer service and always meet you where you are at.  Delivery is very timely and cost effective.,False,"December 17, 2024"
You’re acting like a puppy,Ilona Strull,US,1,5,"My 7 yr old lab Finn had started slowing down recently & I was coming to terms with his getting older when I received your catalogue. I ordered Longevity but didn’t tell my husband. At about one month of taking Lingevity I heard my husband taking to him saying, “what’s gotten in to you? You’re acting like a puppy.”",False,"October 01, 2024"
More Pep In His Step,Carmella Coia,US,5,5,I doubled up on advanced hip and joint chewables for my senior Schnoodle and he is doing much better in a short amount of time. He's even negotiating the two steps in and out of the house with more confidence and ease.,False,"December 10, 2024"
This company's product is of very good quality.,Elaine K Tanner,US,3,5,"This company is always consistent with service be it over the phone or internet. The product is of very good quality, and you continue to improve your website and the magazine describing your products.",False,"December 10, 2024"
My First Experience With This Company,Helen Malinauskas,US,3,5,This was my first time ordering from Springtime Supplements. The website was easy to navigate and explained the products very well. Ordering was fast and easy and I received my order in a short amount of time.,False,"October 05, 2024"
I adopted a 6-7 year old Pitty that was…,Michelle Eaton,US,1,5,"I adopted a 6 year old Pitty that was on his last day on death row in Missippi. He is truly the best, kindest, smartest dog. He was so lame with back, hip, and shoulder stiffness from over training and God knows what else. I had been familiar with the Springtime line from years prior with my aunt's dog who developed arthritis in her hips. I was so happy to find Springtime again. I started my Colonel on Fresh Factors and Joint Health Chewables. Within two days Colonel started moving more, within a month he started running. It makes me cry thinking about how much these products have helped not only his movement but his coat and skin issues have cleared up. I am switching to the Advanced Hip and Joint and hope it's a fit for Colonel. I am so thankful for these products. Colonel is a 110 lb Blue Bully that deserves to spend his elder years pain free 💙 THANK YOU SPRINGTIME!",False,"September 27, 2024"
Your website in buy 2 get is really…,James Jaseph,US,2,1,Your website in buy 2 get 2? is really confusing and we ended up buying double the amount we needed and spent more than we wanted to spend…😫,False,"December 15, 2024"
Fresh Factors to the rescue.,Tamah DePriest,US,1,5,After having a litter of pups our Labrador lost a lot of hair and just generally looked rough. From experience I knew that Skin & Coat Oil as well as Fresh Factors would solve her issues. Within three weeks of treatment she looked like her pre-litter self. I recommend Fresh Factors to anyone who has a dog that is older or struggling with any health issue. It really improves their energy and appearance.,False,"October 19, 2024"
Great Customer Service,Becky Breeding,US,1,5,I have used Springtime Inc products for a long time. My recent order had a missing item and the issue was quickly and courteously resolved. Their customer service is second to none and their products keep my pups healthy.,False,"November 25, 2024"
Top notch products,Craig,US,5,5,"Top notch products! Delivery was exceptionally fast. I use many of the items…Garlic, Arthritic care and everything else I have gotten has produced the results that they claim. Very trustworthy company…",False,"November 24, 2024"
Springtime Inc the Best,Lori Haskett,US,2,5,"Springtime Inc. is the very best!I started using them years ago when my 2 Corgis had a variety of issues...allergies, torn ACL's & stress. Now my 3rd Corgi is taking them. Not only are the supplements wonderful the staff is absolutely amazing. 🐾",False,"November 23, 2024"
Great for young and old alike!,Lelia B,US,2,5,I’ve been giving all of my dogs Fresh Factors since the early 1990s. It is an amazing product and has completely reversed the horrible effects of the spinal issues that my 15 year old Shih Tzu has. She’s gone from having chiropractic and acupuncture every two months and really not be able to move around very well in between appointments…to having none of those appointments and running around like a puppy with no pain at all. My young athlete (Shetland Sheepdog) gets Tablets as preventative measures since he is a frisbee master and I want his joints to remain healthy. This is a fantastic product and has always yielded the very best results for my dogs. I highly recommend!,False,"November 19, 2024"
The vet recommended an Omega supplement…,Pamela Alsbury,US,1,5,The vet recommended an Omega supplement for my Miniature Schnauzer who is nearly ten.  I 've seen a definite improvement in her since beginning this supplement.,False,"September 28, 2024"
Been using your product for years,Doug Terwilligar,US,8,4,been using Springtime supplements for many years and I think they work well and are a good value,False,"December 11, 2024"
Quick & Quality,Cathy M,US,1,5,Quick service and delivery.Products are a true value!,False,"December 19, 2024"
We are so pleased with your products,Michelle Bennett,US,1,5,We are so pleased with your products! Our senior dogs are thriving while on your supplements -the fresh factors are a miracle! The customer service your company provides is outstanding!! We recommend your company to all of our animal owning friends.,False,"November 14, 2024"
Lost my Voile Hyper V8s - Skimo rescued me!,Doug,US,4,5,"I lost my Voile Hyper V8s (my favorite powder skis) at Palisades on Dec 16th . Lenny at Skimo got me a new pair in (two days) in time to catch the backcountry powder Tahoe received on Dec 23 + 24. They were fantastic in 12"" of fresh powder on the 24th and Christmas morning. Skimo is the BEST. Super nice and knowledgeable.",False,"December 16, 2024"
Very helpful and informative,Christopher,US,1,5,Very helpful and informative. Worked with me to determine which skimo boat would work best for my foot,False,"December 24, 2024"
Just what I Needed,Ken,US,1,5,"The representative who answered the phone was upbeat, knowledgable, and waived shipping fees when my order was just slightly under the free limit.  My purchase shipped immediately and arrived in two days, as promised.  What could be better?",False,"December 05, 2024"
Great friendly staff went out of their…,Michael,US,1,5,Great friendly staff went out of their way to assist me with special reqiest.Great people and great service’,False,"December 09, 2024"
Personal help was what I needed,Craig,US,1,5,The personal help with purchasing items was exactly what I needed as a person who is just getting into backcountry skiing. I did this over the phone after viewing equipment on the website. They listened to me and I feel the choices I made with Jeff's help will serve me well this season and for many years.,False,"October 25, 2024"
Great experience from start to finish,KC,US,2,5,"Great experience from start to finish!  As a new-ish AT skier, Jeff helped me select the best gear to meet my particular needs.  I was looking for a light weight pant for mostly backcountry with the occasional inbounds visit - he hooked me up!  The degree of personal service and skiing expertise - really top notch.  I’ll be shopping with these guys from here on out!",False,"January 20, 2024"
I live in NorCal,Doug,US,4,5,"I live in NorCal. My last purchase from Skimo was my fourth purchase of backcountry skis and bindings from them. They mounted the bindings perfectly on each pair of skis without having my boots. I call them because they are fantastic experts with years of experience. Their inventory options are great. They have been very helpful in fine tuning binding decisions. I get the skis two days after my order! Most BC experience, best selection, and best execution. Thank you Skimo.",False,"February 14, 2023"
Skimo staff responsive & knowledgeable,Bruce,US,1,5,"Skimo staff were responsive, knowledgeable and ready to answer any questions I had making selections for my lightweight backcountry ski package. What more can I say? They listened to what I said I wanted and responded accordingly. The initial pair of boots I ordered were too small (my error) and they guided me to the correct boot & size. I'm very happy and will come back to Skimo with future purchases.",False,"December 08, 2021"
Great customer service after an issue.   The site originally steered me to the…,Matt,US,2,5,"The site originally steered me to the wrong strap for my ski boots since it did not contain pictures or a great description of this particular small item. But upon getting the wrong strap, a phone call that actually got me to a person instead of automated phone purgatory helped get the right strap. I'll give it five stars for making the return and exchange easy with a helpful person.",False,"May 15, 2023"
"These guys do ""THIS"" every day",Nathaniel,US,1,5,"These guys do this every day. I don't mean they sell gear everyday, that doesn't give you the experience that really matters. These guys are out there in the Pow, on the crud, climbing the skin tracks, summiting the peaks, and ripping big lines day in and day out. These guys know what they are talking about. These guys support me in having what I need for my objectives, and thats why I keep supporting them. Proud SkimoCo customer.",False,"January 04, 2024"
Above and beyond helpful,Adam,US,1,5,"Above and beyond helpful. Took the time to really understand my needs. They made thoughtful suggestions, creating a super high level of confidence with my purchase. Delivery was super, and they were all over a problem with one of my boots. Very quick to resolve.",False,"April 17, 2024"
The ONE stop shop for Backcountry Skiing,Carlos from Missouri,US,2,5,"If you are looking for backcountry equipment and gear Skimo is the ONE stop shop (online and in-person). My wife and I were boot fitted by Cole and Juliana, and they did an outstanding job making sure they explained the pros and cons of the different gear choices. They wanted to make sure we bought equipment that met our needs. This week we got to test the equipment (boots, skis, bindings, and skins) and we both love it. We feel fortunate to have them in the Wasatch. Support brick and mortar stores, especially those passionate about backcountry skiing.",False,"December 31, 2021"
Skimo Co is an outstanding company and…,Ramona,US,1,5,"Skimo Co is an outstanding company and helped me every step of the way. They helped me with exceptional advice, with mounting my bindings and boots and with shipping my gear super speedy...and always there picking up the phone and answering my barrage of questions in a super patient super friendly manner. Thank you so much Skimo CO. Great prices too.",False,"March 07, 2022"
Extremely knowledgeable and helpful,Robert,US,1,5,"Extremely knowledgeable and helpful with matching brakes for my older Dynafit bindings.  In this case, I recommend calling them before ordering.  I did not and ordered the wrong brakes.  But Skimo graciously swapped, no charge, even for shipping.  They have a customer for life!",False,"January 26, 2024"
Quick shipment but ugly cosmetic scratch,Geoff,US,2,3,"Skis were shipped quickly (ordered on Saturday, shipped on Monday) so high marks on that point and the package was complete as ordered. But one of the skis had a noticeable scratch on the top of the ski. Purely cosmetic, but disappointing to have a scratch like that on a brand new pair of skis, and the sales person's response to the reported scratch was dismissive and unsympathetic. Also, skis were not waxed before shipment and no mention of the need (recommendation) to get the skis waxed before initial use. Would like to have been advised of this during the purchase process.",False,"January 26, 2022"
"Live 3,000 miles away",Josh,US,1,5,"Live 3,000 miles away, but they still helped me. Brett was patient in explaining all aspects of boot fitting and touring gear selection.  It can be intimidating for a newbie but he helped me throughout various calls.",False,"August 28, 2023"
"Excellent expertise , service and sales advice",customer,US,2,5,The team at Skimo  assisted me in attempt to find replacement parts for my broken dynafit heel turret. Eventually I decided to send them in as parts for resale. The  Skimo team were able to offer me credit towards the purchase of a replacement set of bindings. I’m very satisfied and look for forward to putting them to use ski touring.,False,"November 27, 2021"
Bindings mounted right,Barry,US,1,5,"Bindings mounted right! Where they're supposed to be, in the same position on both skis, and with perfect boot-pin alignment. Too bad more ski shops can't figure this out but worth paying shipping to have it done correctly.",False,"October 09, 2021"
I purchased new Dynafit Rotations over…,Chris,US,1,5,"I purchased new Dynafit Rotations over the phone.  The call was answered within just a couple rings and your staff was able to answer all the questions I had.  The bindings arrived three days later with a personal, hand written note enclosed.  Couldn’t have been any easier and no one could match your price.",False,"December 10, 2022"
Skimo Co is Great!,Alberto Keith,SG,4,5,"Skimo Co is Great!! Great advice, product selection and knowledge. They are the best ski mountaineering company in the states. I keep going back for their informative and entertaining website. I have purchased many products from Skimo co, always with great support and fast shipping. Keep up the great work!",False,"April 27, 2021"
It’s always a pleasure doing business…,Anthony Gurrieri,US,1,5,"It’s always a pleasure doing business with bats plus! First off their product is always perfect! I have not yet received a bat from bats plus that was not hot right off the wrapped!  The latest bat purchased, MONSTA KING OF DIAMONDS 25oz .5oz End Loaded is a beast!  I definitely recommend these guys!",False,"December 16, 2024"
Solid bat,Jeff Moeller,US,1,5,Solid bat.  Shipped on time.  Good experience,False,"December 23, 2024"
Louisville Slugger,Levi Lape,US,1,5,"Very easy process, ordered from Bats plus and the package was delivered within a couple days. My son was glad to try out his new Louisville Slugger in the batting cage. I will be using Bats plus for future purchases. Thanks",False,"December 11, 2024"
Customer Service,K May,US,1,5,"Availability of product, timeliness of shipping and when I called to verify product was in stock = positive customer service",False,"December 18, 2024"
went great with no problems,roney,US,4,5,went great with no problems. Fast shipping,False,"December 26, 2024"
Made sure the product was here for…,Patricia Paul,US,1,5,Made sure the product was here for Christmas even though ordered late. Someone will be very happy come Christmas morning,False,"December 16, 2024"
Great overall experience,Clay Garcia,US,1,5,Easy and efficient from the ordering all the way to the shipping and delivery process.,False,"December 13, 2024"
Perfect transaction,Greg Locati,US,1,5,Perfect transaction - great communication- fast ship - fair price- big thumbs up.,False,"December 17, 2024"
super fast ship even during holidays…,Chad  Cimini,US,2,5,"super fast ship even during holidays great price great support!  Super, thank you!",False,"December 06, 2024"
I can’t say enough good things!,Anthony Gurrieri,US,1,5,"I can’t say enough good things about BatsPlus! They truly have the best selection of softball bats, and the customer service is top-notch. I recently purchased two Monsta bats, the Monsta Torch 25oz WTP and the Monsta KOD 25oz, and both have been absolute game-changers. The performance and pop are unreal!Even more impressive, I had an issue where I broke the Torch, and BatsPlus replaced it with a one-day turnaround. Their quick and efficient response blew me away. I highly recommend BatsPlus for anyone looking for quality bats and exceptional service!",False,"September 05, 2024"
Excellent customer service …,Mark V,US,1,5,"I called BatsPlus and the owner answered. He was very helpful, saved me money and got a bat to me the next day. I will use this shop from now on.",False,"December 03, 2024"
Don’t bother asking!,Kristen Muir,US,3,3,"Bat arrived quickly and in great shape.  I was disappointed that I had reached out about a coupon (a number to text is provided on site which is a great feature) and it was apparent that the rep was not thrilled with my request. He was snarky and seemed offended I asked if a coupon was available.  If my son had not been so excited for this bat I would have taken my business elsewhere just bc of the attitude I got.  But again, arrived quickly and in good shape.",False,"September 30, 2024"
Not Worth the Buy,Christian,DE,1,2,"Great bat when it comes to follow through and delivery. Unfortunately, the bat doesn't last long. I had under 200 cuts with the bat and it cracked on me. The Alloy casing does not withstand that much making the durability poor. To add, having no warranty makes the bat not worth the money for it to break in under 2 months. Weather at all times was over 65 degrees and only hit with USA and ASA certified balls and it still broke.","Thanks for leaving a review, but this is not the appropriate place to leave a product review. Bats Plus is not involved in the manufacturing of any bats or making manufacturer warranty policies. All product reviews or complaints should be directed to them.","July 04, 2024"
PLEASE READ RETURN POLICY,Jason L,US,2,2,"Plenty of inventory, prices are competitive, and delivery was prompt.  However, PLEASE READ RETURN POLICY and be prepared to pay steep fees for shipping and return stock fees.","You were charged $44 that covered all of the shipping and material costs, plus transaction fees that don't get returned to me. I profited $0.00 from your order while also burning close to an hour of my time over the course of a week. Not my fault if you ordered the wrong item and didn't read the policies that you agreed to before you ordered.","October 06, 2024"
Shipment arrived on time and as expected!,Luis,US,2,5,"Shipment arrived on time and as expected! Trustful website! This is the second time I buy from Batsplus and both shipments have arrived within 2 business days. Definitely recommended!Also, I had a question from previous bat bought and asked the Batsplus team via email, and they responded right away. 5 stars on communication, as well!",False,"March 28, 2024"
Bats Plus provides great service,Dodd Hareuther,CA,2,5,"Bats Plus provides great service, great bats and delivery was on time. Will definitely shop at Bats Plus again.",False,"November 25, 2024"
Great business !,Mitchell,US,2,5,Great company ! Fast shipping and they have the products you want ! Ordered a bat from a company at the middle of September and was never delivered ….bats plus had them in stock and came through in a clutch situation ….def will do more business with them,False,"November 05, 2024"
Miken freak 23 kp,Alicia Kilfoyle,US,1,5,"Amazing bat, amazing price, and super fast shipping. What more could you ask for? I looked on another site and after shipping and taxes the same bat was $100 more and took 2 weeks for shipping. I got the bat in 3 days with the free shipping. Will definitely buy my next one with this company. Very satisfied",False,"September 17, 2024"
Fast and easy experience!,Alfonso Marquez,US,1,5,"The bat was delivered in less than 72 hours, across the country! Excellent condition. Receipt. Great communication with Bats Plus. What more can you ask for. Thanks, guys!",False,"July 31, 2024"
Gained a life time customer here.,Kyle Evans,US,1,5,"I came to bats plus to purchase a monsta king of diamonds after looking at several other websites I chose them for my purchase. I managed to grab the last one they had in stock thankfully. the bat came well packed  with 1-2 day ups shipping and tracking with the option for a signature I would expect nothing less for such an expensive bat honestly, if you’re looking for a trustworthy source for your expensive purchase look no further I couldn’t be happier with bats plus.",False,"July 12, 2024"
I love the website,Stacy Border,US,3,5,I love the website.  It has saved me so much time registering the 120 gofers for our annual golf tournament.  The Customer Service team is beyond exceptional.  I have used the website for 2 years now.,False,"September 19, 2024"
PGE took our event to another level!,Mario Torres,US,2,5,"PGE was the step up we needed. We've ran our scramble now for 5 years, this was the first year using PGE. The formal website, phenomenal prizes, and crisp signage took our event to another level. The social media advertising also took another item off our plate. Most importantly, we didn't need to break the bank with them to make it all possible. Highly recommend.","Mario, thanks for leaving a 5-star review! As a first time user of our software, we are pleased to hear that our Support Team has been effective in helping you get acclimated to the platform and that you had a great experience!  We look forward to having you back in 2025!","November 29, 2024"
Great service and quick responses.,Bruce M,US,1,5,Great service and quick responses. Have used Perfect Golf Event many times and they are always professional and reliable. Highly recommend them.,"Bruce, thank you for the 5-star review! We are very pleased to hear that you had a positive experience with us. Thank you for choosing Perfect Golf Event and good luck with your upcoming events!","October 30, 2024"
Golf Tournament Fundraiser,Jessica Federico,US,1,5,This was my first event on my own and I needed to find a website that helped track every avenue of our tournament but also catered to us personalizing things to fit our needs. Perfect golf was user friendly and their service was amazing. Carson Bell was super helpful and available anytime I needed a questioned answered. We will definitely use this platform again for our future events.,"Jessica, thank you for the 5-star review! We appreciate the positive remarks regarding our system and customer service team! We look forward to working with you again soon!","November 10, 2024"
The Golf Fathers can’t thank Perfect…,Peter Hyun,US,1,5,The Golf Fathers can’t thank Perfect Golf Events enough! Their hole in one insurance package added the right amount of spark to our last golf tournament! Our players loved having an opportunity to win $45 thousand dollars or the 3 other prizes at our other par 3’s. No hole in ones this time but man did the people at Perfect Golf make it easy to spice things up a bit. Thank you Carson and the team over there. We will be calling soon.,"Peter, thanks for the great 5-star review! Great to hear you have had awesome experiences across all departments at PGE! We've enjoyed having you and we look forward to working with you again!","October 15, 2024"
Carson Bell was Great,Derek Westphal,US,1,5,"Carson Bell was Great! The support and getting our tournament gifts, sign, flags was fast and accurate.We are ready to sign up again.",Thanks for the 5-star review Derek! We appreciate your positive feedback and will relay your remarks to Carson! We look forward to working with you again! Talk soon!,"September 06, 2024"
This was the 9th year running Golf Fore…,Howard K,US,1,5,"This was the 9th year running Golf Fore Diabetes and PGE has been our ""rudder"" for every event.A good website that they continue to make improvements on... they are open to constructive input to make it better.Support is EXCELLENT.  Response time is always faster than one should expect.They ""check all the boxes"" for great prizes for Golf Events at very good prices.The Signage supplied is 1st rate!Paul and his Team help us raise more and more $ each year.  Attend their online ""workshops"" for great ideas on how to grow your event.  I've learned a lot from them!",Thanks for choosing Perfect Golf Event every year Howard! We appreciate the feedback regarding our customer service and website upgrades/improvements. We strive to make the platform and our services better every year and look forward to working with you again in 2025!,"September 16, 2024"
Last Minute Contest Rescue,Leanne South,US,1,5,"We called Perfect Golf Events the week before our event as securing a hole-in-one contest had slipped through the cracks. I knew nothing about how to do this, but the folks at Perfect Golf Events were extremely patient and helpful, and we were able to include this contest at our event. We even had a winner on one of the lesser prize holes!The thing is, I didn't remember that their office in Florida would be one hour ahead of us in Texas, but they answered their phone away from the office after hours. That's how we were able to get the ball rolling, and their customer service just kept getting better.We couldn't have been happier with the outcome and service, and especially their helpful attitude.","Leanne, thank you for the wonderful 5-star review! Great to hear you have had awesome experiences across all departments at PGE! We are so pleased that you were able to secure your HIO insurance just in time. We are always here to help when you are in a bind. Please let us know if you need us again in 2025! We would love to have you back!","October 01, 2024"
The Taylor Watford Foundation,JIMMY WATFORD,US,1,5,"The Taylor Watford Foundation uses only one vendor to support our golf tournament. We use PERFECT GOLF EVENT because they have the best service, pricing, gift selection, and did I say SERVICE! If you want to have a golf tournament to impress your players and want them to come back year after year you must partner with PERFECT GOLF EVENT. Looking forward to 2025 and our 7th year with PERFECT GOLF EVENT.","Jimmy, thank you so much for taking the time to leave such a fantastic review about your experience with us! We’re thrilled to hear that you enjoyed our services. Your feedback is invaluable, and it motivates our team to continually strive for excellence. We we will see you back in 2025!","September 25, 2024"
EXCELLENT PERSONALIZE CUSTOMER SERVICE,Marianne Henderson,US,1,5,Carson Bell was fantastic to work with. I never expected to have the support of a dedicated person on our event with Perfect Golf package - that was incredible. He quickly answered any questions that we had along the way and made everything super easy for us.,"Marianne, thank you very much for the 5-star review! We are so happy to hear that our team's performance exceeded your expectations, and we will make sure Carson will receive the recognition he deserves. We enjoyed working with you and look forward to your future events!","October 26, 2024"
Carson was great to deal with,Scott Dreyer,US,2,5,"Carson was great to deal with, always responded to any questions in prompt manner and was very helpful-this couldn't have been any easier to do.  The signs they created and sent for the contests also looked amazing!","Scott, thanks for the 5-star review! We appreciate the positive remarks regarding our products and customer service team! We look forward to working with you and your event again in the future!","October 21, 2024"
Great service!,Livia Cooley,US,2,5,"What a great service! congratulations on your creative business ideas! After posting my event request on your site, I received more responses from providers that I expected. I was able to find the perfect fit; thank you!","Livia, thank you so much for taking the time to leave us a 5-star review. Please let us know if you need anything else from us.","October 11, 2024"
